My_Labels,Title ,Base_Reviews,,,
disgust,text now,I do not like this feature.  It gives me pop ups all the time.,,,
fear,I'm going to give it two stars because of the ...,"I'm going to give it two stars because of the possibility I may have done something wrong, but I don't see how it didn't work for me at all.",,,
sadness,Doesn't WORK,I got it for my kindle fire and I have an account but every time I try to log in it just goes back to login screen,,,
fear,I cancelled this,I cancelled this app from all my devices and am really wondering why I am getting a review for it. If the app is still on a kindle tab and is still being used please shut it down. Thank you,,,
disgust,One Star,"Do not like the set up of Text Me . .previously had Text+...loved it, but cannot get it now.",,,
sadness,"trying to get it off of my tablets, does ...","trying to get it off of my tablets, does not work for me, I want to take this app off of my tablets.",,,
fear,Won't log-in,Won't let me actually signin.keeps logging me out.,,,
anger,hate,I didn't even want to give this app one star. This app blows. It's not free. You have to pay for credits to use it. No thank you. I want to send texts just in case my phone dies. I'm a full-time Nanny and I need to be able to get a hold of the mom if my phone is dead.,,,
fear,One Star,For some reason it change our number...  And ended texting someone else....  Got me scare never used again...,,,
sadness,bad,It is bad doesn't let you have a password or email and it keeps saying textme has stooped all the time then it takes an hour to download  I recommend not getting this app it will just make you stressed.,,,
disgust,Best  texting app by far,I love how you can call and text other people that don't have the app the only thing that I don't like is the credits.,,,
sadness,Disappointed,"Actually, it doesn't work so I'm deleting it.",,,
anger,Terrible,"Because you use a different phone number, my contacts thought I had gotten a different phone and started texting me from their phones which had picked up my Kindle number. What a mess Just a marketing ploy, wont be texting from Kindle again",,,
sadness,Doesn't work at all,Told me i need to buy credits to activate my gmail with a text.,,,
disgust,Two Stars,Did not like it so much.Couldn't get it to work,,,
sadness,Not for me,Didn't like.Couldn't get it to work,,,
anger,Three Stars,To much Advertisement.  Deleted it.,,,
sadness,One Star,doesn't really work.To much Advertisement.  Deleted it.,,,
anger,Text  program,To much Advertisement.  Deleted it.,,,
sadness,One Star,didnt use.To much Advertisement.  Deleted it.,,,
disgust,Three Stars,"The lay out is poor and I don't like that I can't ""name"" my contacts.",,,
anger,stupid,It does not work at all Every time I'll open it it does not work:-[,,,
anger,Suck,"garbage. no clear instruction for even the simplest tasks, like adding contacts...really? You need at least a BA form ITT to use this.",,,
anger,Truth this app is a fony,Stop  do not bother.To much Advertisement.  Deleted it.,,,
sadness,Giving one star because you can't give 0,Waste of space. Doesn't even open without always stopping and not working.,,,
sadness,"The sales pitch does not explain that recipients without ""TextMe"" ...","The sales pitch does not explain that recipients without ""TextMe"" have to pay for texts that they receive. Using it on a ""Fire"" is not the same as Skype or Facetime on a laptop or an ipad.",,,
sadness,One Star,ut I deleted it because when I ran out of coins I couldn't call or text anyone And I'm not going to pay to call and text. I want it free,,,
anger,blah,This is the worst it is so bad I can barf,,,
sadness,Does NOT make a non phone device abke to text,I got this app so my daughter could use her kindle to text me.But you already have to have a phone number to use it. So it was useless for my needs.,,,
anger,DO NOT DOWNLOAD THIS APP IT CRASHES EVERY 30 SECONDS & IS A WASTE OF YOUR TIME. TERRIBLE TERRIBLE TERRIBLE,This app sucks It hangs up in the middle of calls and shuts down on it own.  DO NOT waste your time with this app,,,
sadness,It's not free.,You have to purchase time for calls and text. A total sham.,,,
sadness,It is not free,Its not free I worked fine but I deleted it because when I ran out of coins I couldn't call or text anyone And I'm not going to pay to call and text. I want it free,,,
fear,did not,ut I deleted it because when I ran out of coins I couldn't call or text anyone And I'm not going to pay to call and text. I want it free,,,
sadness,Three Stars,not sure my grand daughter ordered it,,,
sadness,I'm not sure if you want to see it,Do not use it to be able too bad ,,,
sadness,One Star,Didn't work for me technically.,,,
fear,TextMe for Kindle is a lifesaver,"I love this app. Problems with my cell phone, unable to use it at the moment. This is a lifesaver. My only issue is that I can share pictures but don't seem to be able to receive them. Otherwise, thank you amazon",,,
disgust,Did not like,Didnt like this program and uninstalled it,,,
fear,I Appreciate my son adding this to my kindle as ...,"I Appreciate my son adding this to my kindle as I don't use a phone, and yet my Family can keep me in the loop of things happening in the Family.",,,
sadness,Hate,"This is still here??? This never works, and NO ONE will help when it doesn't If you forget the info to log in ? You will NEVER be able to use it on your email address.Hate it",,,
sadness,One Star,I do not want the app please delete,,,
sadness,Three Stars,Haven't figured this one out yet.,,,
sadness,Four Stars,Hard to complain about a free texting program.,,,
sadness,TextMe is a POS,"Worked very poorly, needed a second phone number. I uninstalled it within 1 hour.",,,
fear,pointless,Doesn't work. Makes a sound for incoming call but doesn't pick up. Can't call out.,,,
anger,Terrible,Don't bother with this app.,,,
sadness,One Star,Don't agree with their terms policy,,,
anger,Da bomb,Mostly All of it is free So that's why I name this the bomb,,,
fear,Have help setting it up,Figuring out how to call and text was simple but I still can't figure out how to make my contact list. I would like a different ringer these are not loud enough.,,,
disgust,I not like it.,"Other than the fact that it likes to crash in the background a bit too often, I  don’t like it.",,,
